example_id,customer_message,current_intent,human_verified_intent,expected_behavior,gold_guidance,human_review_status,reviewer_notes
golden_154,"that's just it, I can't get a tracking number from your website.",digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_155,"my prine video download is 'waiting' and won't resume. I am abroad, how to I fix it?",digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_156,"Hey , very upset. My kindle just died. Now what do I do?",digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_157,the alexa app is not available on the indian App Store. How would we set up our echo devices without it.,digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_158,Will Echo units purchased in Japan understand English as well? Can they also be used in the States or Japan only?,digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_159,Anyone can help setting up amazon echo? Having a language error..,digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_160,Love how my #Alexa responds to random shit on the tv and every fucking advert for it. Fuck my life! 😒,digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_161,They said I have two email addresses registered. I don't. I check the website and there is only one.,digital_services_technical,account_access_security,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_162,Hi - when are you going to fix your 'glitch' that is stopping your sellers getting paid? Its been 3 days now.,digital_services_technical,payment_and_billing,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_163,"Nope. I got nowhere with the chat other than for someone to close the chat on me without solving anything. Absolutely useless, not wasting my time again.",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_164,"Deeply disappointed,dismayed &amp; disgusted with Amazon delivery service. Place order on 14th Oct, till date not able 2 deliver.",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_165,"Instead, can you call me on 9810486357.",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_166,"Get it sorted out today. I've literally lost patience. I've been talking to Amazon for the past week. My no is 8076228626, call me on this no. I'm not going to do anything from my side anymore. I literally want to break the nose of my friend who suggested Amazon to me.",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_167,#AmazonIndian #CustomerCare is #Busy or #AutoMaticToCut Now. How To Complaint Him? #MyOrders in Under ICU.. So Bad,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_168,"Furthermore, when I requested escalating complaint further, told no managers available to speak to. Await your thoughts/comments",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_169,I Registered A Compliant On 6th Oct On But Still Not Any Solution. Worst Customer Service Don't Waste Ur Money,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_170,"Extremely bad services from , customer care is useless.😡😡",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_171,your delivery person made the same mistake 3 times &amp; didn’t try to call me when they got confused. They have my # for a reason!!,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_172,Why don't you verify the number of the delivery agent before messaging it. This guy says wrong number and is rude too. <URL>,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_173,"Call me
Chor company he Amazon
Mat lena Amazon c kuch bhi
Chor company he OnePlus
Or Amazon......
9723269852
Call me",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_174,I am disgusted with customer service. 3 hrs later still no resolution to my missing pkg. Just useless apologies and excuses about delivery.,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_175,you were meant to call me back 1hr ago re:lost parcel needed for tmoro. U were calling the driver to find out where it was left??,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_176,It's my office address which was probably closed today. The delivery person didn't call me to ask. I just need to know if it'll come tomo? <URL>,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_177,can any one call me in 7011152488 as I am unable to call on your toll free no. Call getting disconnect automatically.,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_178,Now I will raise complaint on consumer court of India,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_179,I don't want to visit any Page as i don't have time either call me else i will keep Updating you on this.,service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_180,"My order was suppose to arrive today, I called Cus Serv and asked them to request that courier will call me...yesterday cuz it’s happened before. Just got a delivery attempted text...every time",service_complaint_escalation,service_complaint_escalation,"Acknowledge customer frustration and poor experience with sincere de-escalation, avoid defensive arguments, and escalate to specialized support via private channel or callback.","De-escalate with empathetic, non-defensive language; apologize for the prior negative experience; provide direct channel to speak with an escalated support specialist.",VERIFIED,
golden_181,I’ve gone through the entire scenario so many times with so many different people it is ridiculous that there is no continuity of process.,unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_182,Please arrange a call back on my mobile,unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_183,And the other issue has not been resolved,unknown_or_ambiguous,unknown_or_ambiguous,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_184,Used the link. Filled out a form. Received this email back. <URL>,unknown_or_ambiguous,unknown_or_ambiguous,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_185,"I’m glad to see this how packages are treated. Really, maybe at least pretend to care a little more than that. The only saving grace is that it wasn’t something truly fragile, because I would hate to see how would go. <URL>",unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_186,Very unhappy with ordered something and was told would be here by yesterday 8pm. No sign of it and heard nothing from amazon.,unknown_or_ambiguous,delivery_delay,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_187,RESPECTED SIR I WANT TO SELL MY BRANDED WOMENS CLOTHING PLS GUIDE ME CELL NO. 9840590007,unknown_or_ambiguous,unknown_or_ambiguous,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_188,it´s all in the CS log if you care to look…,unknown_or_ambiguous,unknown_or_ambiguous,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_189,i didn’t know you could see when people buy you stuff from your amazon wish list and i spoiled my surprise of new vans 😭,unknown_or_ambiguous,unknown_or_ambiguous,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_190,But you just said the contrary? <URL>,unknown_or_ambiguous,unknown_or_ambiguous,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_191,"don't remember saying leave my parcel on my doorstep ......thanks Amazon , good job it was still there when I came home ,😡😡 <URL>",unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_192,Pues vaya...😕 es que hice la reserva el 28 de agosto y no me lo envían,unknown_or_ambiguous,delivery_delay,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_193,"#Fake_promises again
now your phone helpline #Liars disconnecting my call every time 😡
42inch tv ka piche yeh likha hota hain kya <URL>",unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_194,On dit souvent que l'animal ressemble à son maître Mouahahahah,unknown_or_ambiguous,unknown_or_ambiguous,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_195,Won't be keeping after that and certainly avoiding from now on. #Rethink my shopping habits,unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_196,apparently this was left in my “back shed” and not thrown on the damp grass!! AWFUL service!! <URL>,unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_197,what's going on with ? never had a single problem in 10 yrs. Now 3 errors in 2 weeks. Thinking of going elsewhere.,unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_198,"pull out the records with name, ask me to DM my number etc are ways to be intelligent and taking E2E ownership",unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_199,"Ich vermisse meine allmittwöchige Folge This is US. 
Weiß jemand, wann und wo ich sie finde? 😬",unknown_or_ambiguous,digital_services_technical,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
golden_200,"Hello still issue not resolved, if you cant run the company ask your ceo to shut down the company not to loot the money.",unknown_or_ambiguous,service_complaint_escalation,"Identify that the customer message lacks specific order or issue details, refrain from guessing or hallucinating an issue, and ask a focused clarifying question.","Ask clarifying questions to identify whether inquiry relates to an order, account, or digital service; do NOT invent problem details or claim an action was taken.",VERIFIED,
