example_id,conversation_id,brand,primary_intent,primary_intent_name,secondary_intent,secondary_intent_name,difficulty,response_type,customer_message,expected_behavior,gold_response_guidance,reference_support_response,source_reference,split
golden_102,conv_1751583,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,Amazon seller Cloudtail India Private Limited charged excess Amount than MRP. PFA for ur reference. What quality check in Amazon? <URL>,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2",test/amazon_escalation_pairs_test.jsonl#pair_0058307,test
golden_103,conv_1261654,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,"i used my gift card in # 403-6112284-7792352 while chng paymnt option it got exprd and now allwg to reuse my gift crd, hw to use? <URL>","Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,Sorry for the hassle. Please report this to our support team here: <URL> and we'll check this. 1/2,test/amazon_escalation_pairs_test.jsonl#pair_0043781,test
golden_104,conv_1895550,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,i have amazon voucher bal 90rs.i get from sprite.can i do recharge using 90rs,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,Please reach out to our support team here: <URL> and we'll check this.,test/amazon_escalation_pairs_test.jsonl#pair_0060407,test
golden_105,conv_1391539,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,medium,clarification,"Alright - I need that invoice to my company name ""<URL> AG"" - not for ""[removed link] AG"" :-) #lol <URL>","Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Hi, das ist ein Automatismus. Eventuell kannst du es mit einem Leerzeichen umgehen und erklären? :) Gruß",test/amazon_clarification_pairs_test.jsonl#pair_0048038,test
golden_106,conv_2663076,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,easy,resolution,Those steps did not help. I did not make a purchase on Amazon so why was I charged ? <URL>,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,This charge indicates someone has signed up for Amazon Prime with monthly payments using your payment method. Do you see the membership when you follow the direction outlined here: <URL>,test/amazon_resolution_pairs_test.jsonl#pair_0077743,test
golden_107,conv_1724923,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,easy,resolution,my card was charged twice for an order I did last week. Help!,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"I'm sorry! What form of payment did you use (i.e. credit, debit, gift card)? Is the charge pending or posted to your acct?",test/amazon_resolution_pairs_test.jsonl#pair_0057475,test
golden_108,conv_879997,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,really i need invoice of my order on but u guyz cant do that in proper process.. #shem,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Jayesh, We'd like to take a closer look at this, please drop in the details here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0031962,test
golden_109,conv_1741794,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,easy,resolution,your prime delivery is a disgrace. Order placed 4pm thurs 2nd Nov. Still not here. Next day delivery my a**e.,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,I'm sorry for the wait. What was the estimated delivery date you received at checkout or in your confirmation e-mail?,test/amazon_resolution_pairs_test.jsonl#pair_0058063,test
golden_110,conv_917530,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,It’s one of your lot it was a prime delivery!,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,"Sorry for this experience, James. Please contact us via phone or chat so we can further assist: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0033073,test
golden_111,conv_1401301,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,medium,resolution,"First world problems. But I'm getting sick of prime being more like ""maybe in a week?"" Ruined Halloween. <URL>","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,"I'm sorry to hear about the delay. Just to confirm, which carrier is delivering it?",test/amazon_resolution_pairs_test.jsonl#pair_0048309,test
golden_112,conv_601276,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,easy,resolution,I’m still mad that amazon didn’t get my order to me in two days when i pay for prime,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,"Did we miss the delivery date in the confirmation e-mail? You can check here: <URL>
Two-Day Shipping refers to transit time, in business days, once shipped. Details can be found here: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0023507,test
golden_113,conv_2153977,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,medium,resolution,"12+ hours since my last tweet and nothing. No updated tracker, no call. Can you see why I'm upset? Specially as I am starting my prime trail and was thinking to become a member afterwards.","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,"Hi Fernando, really sorry for the inconvenience and frustration this has caused! Can you advise what the tracking states now? You can check this out via this link: <URL> Let me know how you get on.",test/amazon_resolution_pairs_test.jsonl#pair_0063370,test
golden_114,conv_437905,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,medium,clarification,"What is the point of having a #prime membership , if you haven't received your product even after 3 days from ordering it ? 
#Amazon #AmazonPrime","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,I get your disappointment regarding the delivery of the product. Could you confirm if we happened to miss the mentioned time frame?,test/amazon_clarification_pairs_test.jsonl#pair_0017107,test
golden_115,conv_2628834,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,medium,resolution,$108 was taken out my account for amazon prime and i didn't sign up for none of that shit,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,I'm sorry about the unexpected expense! You can cancel your Prime membership for a refund: <URL> Please let us know if we can help with anything else!,test/amazon_resolution_pairs_test.jsonl#pair_0077159,test
golden_116,conv_1250348,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,"this crap needs to stop! is NOT reliable way to ship our items. We pay for Prime, so this isn't acceptable! #PUTonPORCH!! <URL>","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,"We can make sure this is reported, give us a call whenever you have time. We're available here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0043328,test
golden_117,conv_2336611,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,any reason my last 2 prime purchases were delivered late? How does this justify my paying for prime?,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,I'm sorry for the recent delivery issues. Please reach out to us here to look into this: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0068695,test
golden_118,conv_797477,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,"way to treat a prime membership holder , package at city since Thursday midnight but will be delivered on Saturday . Bravo <URL>","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,We understand it's been a bit stressful. Did you report this to our support team here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0029351,test
golden_119,conv_2265484,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,easy,resolution,Order package from with 2 day prime shipping on Tuesday. It's now Friday going into Saturday. Wonder why I pay for prime...,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,Has the delivery date in your confirmation passed? You can find that information here: <URL>,test/amazon_resolution_pairs_test.jsonl#pair_0065550,test
golden_120,conv_2646205,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,"No. Just surprised that something that is listed as ""fulfilled by amazon"" and is Amazon Prime takes a week to ship. :-/ I know y'all are busy and all, but dang.","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,I know how frustrating this can be. Here is a link with great info on how Shipping times are calculated: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0077569,test
golden_121,conv_2384110,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,Hi Can you please look into my order no Order 402-3437332-3842757. It's been a week since now. What's point of Prime membership?,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,here: <URL> and we'll have the issue checked for you. (2/2),test/amazon_escalation_pairs_test.jsonl#pair_0070056,test
golden_122,conv_2405099,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,have been trying to contact prime chat based help for 30mins no response nothing,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,I get your concern. You can get in touch with us here:<URL> so that we can assist you accordingly.,test/amazon_escalation_pairs_test.jsonl#pair_0070789,test
golden_123,conv_2422669,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,"LOL ouais en fait j’ai acheté un canapé voyez? Et je voulais mon plaid pour faire genre diva on the sofa ce soir. Mais bon ça va je suis pas à deux jours près. Ça devrait aller, JUSTE, arrêtez de faire du Colis Privé sur un service Prime. Pitié.","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,"Je suis désolée d'apprendre cela. Nous tenons à regarder de plus près ce qui s’est passé et vous aider. Lorsque vous avez le temps, s’il vous plaît contactez-nous ici: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0071241,test
golden_124,conv_611145,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,hard,escalation,"I want to subscribe to Amazon prime. Few question-
1) Are you coming up with any discount on Amazon prime membership in near future so that I can wait?
2) Can we change the address provided there?
3) What if 2 people are sharing the ID to get benefit?","Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,"Thank you for your interest, please contact us here: <URL> so that we can assist you accordingly.",test/amazon_escalation_pairs_test.jsonl#pair_0023857,test
golden_125,conv_1152729,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,medium,resolution,when did prime change from 2 day to 1 week?,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,Hey there! We'd like to help. Have we missed the estimated delivery date shown here: <URL>,test/amazon_resolution_pairs_test.jsonl#pair_0040559,test
golden_126,conv_2630055,AmazonHelp,prime_membership,Amazon Prime & Subscriptions,,,easy,resolution,im also a prime member and this thing has been ordered 5 days ago and should’ve been here Tuesday..,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,Oh no! Sorry about your late package. Please reach out to us here: <URL> when you get a free moment for assistance. Thank you,test/amazon_resolution_pairs_test.jsonl#pair_0077202,test
golden_127,conv_1208789,AmazonHelp,account_access_security,Account Access & Security,,,medium,clarification,No have replied. I seldom log in here but I 'll make sure I do give u a knock everytime I log in should u not heed to ur cstmrs,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,Hey! Sorry you feel this way. May I know what went wrong so that I can help you accordingly?,test/amazon_clarification_pairs_test.jsonl#pair_0041956,test
golden_128,conv_2891947,AmazonHelp,account_access_security,Account Access & Security,,,medium,clarification,I've been in email exchanges and on hold with a rep for 50 minutes still to no avail no one has been able to assist me,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"I'm sorry to hear about this! Without providing account details, can you give us more information on the issue you're having?",test/amazon_clarification_pairs_test.jsonl#pair_0084826,test
golden_129,conv_1873867,AmazonHelp,account_access_security,Account Access & Security,,,hard,clarification,"Congrats you have locked my account due to fraud (it wasn't). Following instructions to reset my password, and still can't log in.","Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,Hi Matthew- Have you received any communication regarding your account? Has info been requested to reopen the acc?,test/amazon_clarification_pairs_test.jsonl#pair_0060070,test
golden_130,conv_71845,AmazonHelp,account_access_security,Account Access & Security,,,easy,resolution,"been trying to login to my account to place an order, but it won’t let me! What’s going on?! #Irritating","Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"Hi Zoe, have you checked to make sure your username and password are correct? You could always try to choose the ""forgot username/password"" option and follow the instructions from there.",test/amazon_resolution_pairs_test.jsonl#pair_0002000,test
golden_131,conv_181044,AmazonHelp,account_access_security,Account Access & Security,,,medium,clarification,Yr app on ipad keeps telling me my password is wrong - i am uninstalling and unsubscribing 30 mins after getting it,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,Have you tried resetting your password?,test/amazon_clarification_pairs_test.jsonl#pair_0005774,test
golden_132,conv_1266424,AmazonHelp,account_access_security,Account Access & Security,,,medium,clarification,I forgot my password for my account (__email__) and every time I reset my password I got this msg,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,We definitely want to help you out. First can you tell us which Amazon website you are trying to use ex: .com/ .co.uk/ .in?,test/amazon_clarification_pairs_test.jsonl#pair_0044021,test
golden_133,conv_1467433,AmazonHelp,account_access_security,Account Access & Security,,,hard,escalation,Third party seller. Please provide an email address where I can forward photo of the fake Nintendo classic and get help. Thank you.,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,Let's talk about this in real time. Please call or chat with us here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0050338,test
golden_134,conv_2873228,AmazonHelp,account_access_security,Account Access & Security,,,hard,escalation,"hey there, I’m experiencing lots of difficulties to log in. Can you please help me?","Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"I'm sorry to hear you're experiencing sign-in issues! Have you already tried resetting your password: <URL> If so, have you received any e-mails from our Account Specialists regarding the status of your account? Please keep us posted.",test/amazon_escalation_pairs_test.jsonl#pair_0083960,test
golden_135,conv_2573749,AmazonHelp,account_access_security,Account Access & Security,,,easy,resolution,That link takes me to a sign in page. I cannot sign in because my account was compromised. What do I need to do to talk to someone that can actually help me?,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"To reach us, please click the skip sign in option towards the bottom of the page.",test/amazon_resolution_pairs_test.jsonl#pair_0075562,test
golden_136,conv_2377209,AmazonHelp,account_access_security,Account Access & Security,,,hard,escalation,Someone hacked my account and changed the email and password so I no longer have control of it at all. Someone help me please get my account back and tell me how I go about getting in contact with someone to help me.,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,I'd like to have a member from our support team lend you a hand with this; please use this link so we may assist you: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0069789,test
golden_137,conv_677645,AmazonHelp,account_access_security,Account Access & Security,,,medium,clarification,Can anyone please help me....my card was compromised on you site..I cannot get back into my account to change card numbers...I cannot fax a number as I dont have a fax facility..,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,Sorry to hear about your account Anna. Did an account specialist email you? Have you checked a local business for a fax? You can also use an online fax.,test/amazon_clarification_pairs_test.jsonl#pair_0025638,test
golden_138,conv_180520,AmazonHelp,account_access_security,Account Access & Security,,,hard,escalation,<URL> Wondering if its because I didn't sign in for a while. I have a non-active seller account (non biz). Is that why? :/,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,We can look into this further without needing to sign into the account here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0005680,test
golden_139,conv_843536,AmazonHelp,account_access_security,Account Access & Security,,,medium,clarification,"requested an item to be picked up on the 24th only for them to come on the 23rd!!! Ring your customer service line, get put on hold them hung up on!!! Bravo 👈🏻 sarcasm","Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"I am sorry to hear this Marc. Can I ask, has your item been collected please?",test/amazon_clarification_pairs_test.jsonl#pair_0030896,test
golden_140,conv_637053,AmazonHelp,account_access_security,Account Access & Security,,,hard,escalation,Forget that. Maybe it is a login problem and Twitter's in-app browser. Why can't I see my messages sent to this seller and responses (if any) from him/her. Tell me what all order details u require so that u can contact the seller maybe,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,We don't have access to your account via Twitter. Please contact us here: <URL> so we can look into this further with you.,test/amazon_escalation_pairs_test.jsonl#pair_0024353,test
golden_141,conv_2887294,AmazonHelp,account_access_security,Account Access & Security,,,hard,escalation,"please help - it looks like my account has been hacked, my email and phone number changed which means I can’t speak to anyone!! Please give me a phone number or email address - large orders placed and money withdrawn from my account!!","Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"Hello, Tara! Please contact us here so that we can take a closer look into this for you: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0084615,test
golden_142,conv_596807,AmazonHelp,account_access_security,Account Access & Security,,,hard,escalation,Your customer service is the worst I've ever seen. Been on hold for over an hour. It's clear the representative has no idea what she's doing or what step to take next with my issue. Get it together.,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"I'm sorry for the trouble, Michael! Without revealing account or personal information, can you tell us more about what's going on and what has been advised so far? We're here to help!",test/amazon_escalation_pairs_test.jsonl#pair_0023366,test
golden_143,conv_1175591,AmazonHelp,account_access_security,Account Access & Security,,,easy,resolution,"I have sent 2 emails and am locked out of my account, no response. Fix this.","Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"Sorry for the issue with your account. So we can look into this for you, click skip sign in: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0041040,test
golden_144,conv_1153746,AmazonHelp,account_access_security,Account Access & Security,,,medium,clarification,how do you change a registered email address when you have no access to connected email? Link goes to email that’s closed!!!,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,"Sorry for the account issues, Samantha! To confirm, are you unable to log in because your e-mail has been changed?",test/amazon_clarification_pairs_test.jsonl#pair_0040591,test
golden_145,conv_1365457,AmazonHelp,digital_services_technical,Digital Devices & Services,,,medium,clarification,"FireTV is literally 5 feet from the wireless router and I'm pulling down 75Mbps from said router, so not a problem on my end.","Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,Oh no! That does sound odd. Is there any type of error message showing when you attempt to stream the movie? Let us know!,test/amazon_clarification_pairs_test.jsonl#pair_0046927,test
golden_146,conv_1699117,AmazonHelp,digital_services_technical,Digital Devices & Services,,,easy,resolution,I bought the FireStick and it keeps giving me 5505 error about device location and supported locations. Where can I change these?,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,Hey there! We'd like to troubleshoot with you in real time. Please click here: <URL> so we can help. Thanks!,test/amazon_resolution_pairs_test.jsonl#pair_0056683,test
golden_147,conv_1200059,AmazonHelp,digital_services_technical,Digital Devices & Services,,,medium,clarification,"Neues Amazon Alexa App Update. Update ist da, nur man sieht in der App noch nichts. Daran muss Amazon noch werkeln. 😄","Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,Hast du nach dem Update die App schon mal neu gestartet? Gruß,test/amazon_clarification_pairs_test.jsonl#pair_0041619,test
golden_148,conv_304598,AmazonHelp,digital_services_technical,Digital Devices & Services,,,hard,escalation,"You people become a waste and fraud online website. , WHY donot you close these fraud operations","Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,from the link here: <URL> and I’ll contact you soon. 2/2,test/amazon_escalation_pairs_test.jsonl#pair_0044520,test
golden_149,conv_1434968,AmazonHelp,digital_services_technical,Digital Devices & Services,,,hard,escalation,"worst eCommerce website in the world,purchased a Mi MAX2 on no cost EMI but seller is charging the Interest.hate amazon","Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,Sorry about that. Could you please report it here : <URL> so that we'd get it checked?,test/amazon_escalation_pairs_test.jsonl#pair_0049442,test
golden_150,conv_446060,AmazonHelp,digital_services_technical,Digital Devices & Services,,,medium,clarification,package lost nobody wants to contact UPS on my behalf. amazon website says package delivered however ups tracking says unable to locate package.,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,"When you spoke with us, what information were we able to provide? Have we asked you to wait until a certain date to see if your order does arrive?",test/amazon_clarification_pairs_test.jsonl#pair_0017558,test
golden_151,conv_1261883,AmazonHelp,digital_services_technical,Digital Devices & Services,,,medium,clarification,I have 9 devices registered with my Echo so why can't I create any Scenes with them? <URL>,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,Hi Mike- What seems to be the issue?,test/amazon_clarification_pairs_test.jsonl#pair_0043803,test
golden_152,conv_1221828,AmazonHelp,digital_services_technical,Digital Devices & Services,,,medium,clarification,"I know there is Kindle Audio Upgrade. But is it possible the other way round, too, if I already have the Audio book?","Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,"Without providing sensitive information over twitter, could you please give us more details?",test/amazon_clarification_pairs_test.jsonl#pair_0042417,test
golden_153,conv_332754,AmazonHelp,digital_services_technical,Digital Devices & Services,prime_membership,Amazon Prime & Subscriptions,hard,escalation,glad I can watch Thursday night football with prime. But please address the quality and consistency with your streaming service when it comes to live football. Thank you.,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,I'm sorry for the streaming trouble. Please be sure to submit feedback regarding the issues you've had: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0012155,test
